id,company_id,title,location,posting_date,description,url,remote,score,created_at,company_name,domain
9,14,Senior Implementation Manager (New York) ,"Remote/ Chicago, Illinois (USA)",2025-05-26,,https://boards.greenhouse.io/dustyrobotics/jobs/6542219003?gh_jid=6542219003,1,55.991790633768034,2025-05-26 21:12:27.716852,Dustyrobotics,dustyrobotics.com
7,14,Senior Implementation Manager (Chicago),"Remote/ Chicago, Illinois (USA)",2025-05-26,,https://boards.greenhouse.io/dustyrobotics/jobs/6541027003?gh_jid=6541027003,1,55.8371975478183,2025-05-26 21:12:27.716109,Dustyrobotics,dustyrobotics.com
26,142,View jobDevelopmentSenior Data ScientistFull-time,Unknown,2025-05-26,,https://pixelplex.io/careers/senior-data-scientist/,0,43.85222979210581,2025-05-26 21:18:56.283774,Pixelplex,pixelplex.io
6,14,"Senior Implementation Manager (Boston, MA)",Massachussets,2025-05-26,,https://boards.greenhouse.io/dustyrobotics/jobs/6542220003?gh_jid=6542220003,0,40.55176629531951,2025-05-26 21:12:27.712989,Dustyrobotics,dustyrobotics.com
8,14,Senior Implementation Manager (Minneapolis/St. Paul),"Minneapolis, MN",2025-05-26,,https://boards.greenhouse.io/dustyrobotics/jobs/6542217003?gh_jid=6542217003,0,40.217941283546516,2025-05-26 21:12:27.716502,Dustyrobotics,dustyrobotics.com
1,8,7 Computer Vision Jobs That Are Not Computer Vision Engineer,Unknown,2025-05-25,,https://viso.ai/deep-learning/computer-vision-jobs/,0,37.41523741617864,2025-05-26 03:47:33.987671,Viso,viso.ai
21,114,Senior Software Engineer,"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4705288007,0,35.66743268445836,2025-05-26 21:17:26.056562,Avidxchange,avidxchange.com
4,14,Software Engineer (Revit) ,"Mountain View, CA",2025-05-25,,https://boards.greenhouse.io/dustyrobotics/jobs/6550063003?gh_jid=6550063003,0,35.586554977844266,2025-05-26 03:47:44.428271,Dustyrobotics,dustyrobotics.com
3,14,Senior iOS Engineer,"Mountain View, CA",2025-05-25,,https://boards.greenhouse.io/dustyrobotics/jobs/6273637003?gh_jid=6273637003,0,35.089433823632874,2025-05-26 03:47:44.424973,Dustyrobotics,dustyrobotics.com
22,114,Senior Software Engineer - Fraud Detection & Prevention,"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4738356007,0,34.74177299019546,2025-05-26 21:17:26.056962,Avidxchange,avidxchange.com
19,114,Senior Financial Analyst- FP&A  (Data and Systems),"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4675640007,0,34.70643031898491,2025-05-26 21:17:26.055824,Avidxchange,avidxchange.com
15,114,Principal Software Engineer,Virtual,2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4673795007,0,34.51844633178374,2025-05-26 21:17:26.054464,Avidxchange,avidxchange.com
2,18,careers@kwant.ai,Unknown,2025-05-25,,mailto:careers@kwant.ai,0,34.35175598674135,2025-05-26 03:47:42.290275,Kwant,kwant.ai
16,114,Principal Software Engineer - .NET Azure,"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4687682007,0,34.34718947931571,2025-05-26 21:17:26.054797,Avidxchange,avidxchange.com
24,114,Voice of Customer Product Marketing Manager II,Virtual,2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4730098007,0,32.760248048261005,2025-05-26 21:17:26.058709,Avidxchange,avidxchange.com
20,114,Senior Product Manager,"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4731249007,0,32.25220475425666,2025-05-26 21:17:26.056175,Avidxchange,avidxchange.com
11,114,Customer Communications Manager II,"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4728477007,0,31.98234782128411,2025-05-26 21:17:26.052980,Avidxchange,avidxchange.com
12,114,"Manager of Security Governance, Risk, and Compliance","Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4731243007,0,31.889424802692595,2025-05-26 21:17:26.053394,Avidxchange,avidxchange.com
18,114,Senior Cloud Security Engineer,"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4711465007,0,31.854723155420068,2025-05-26 21:17:26.055492,Avidxchange,avidxchange.com
17,114,Security Risk Engineer I,Virtual,2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4741242007,0,31.814369310065686,2025-05-26 21:17:26.055142,Avidxchange,avidxchange.com
13,114,Marketing Campaign Manager II,"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4738410007,0,31.69025111976839,2025-05-26 21:17:26.053755,Avidxchange,avidxchange.com
25,142,View jobDevelopmentSenior Backend Developer (Node.js)Full-time,Unknown,2025-05-26,,https://pixelplex.io/careers/senior-backend-developer/,0,31.656789953285163,2025-05-26 21:18:56.280759,Pixelplex,pixelplex.io
14,114,Motion Graphic Designer (Animator/Motion Graphic Artist),"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4695247007,0,31.425049245445496,2025-05-26 21:17:26.054121,Avidxchange,avidxchange.com
23,114,Strategic Partnerships Manager,Virtual,2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4617425007,0,31.26346424083057,2025-05-26 21:17:26.057408,Avidxchange,avidxchange.com
10,114,Cloud Network Engineer II,"Charlotte, North Carolina, United States",2025-05-26,,https://job-boards.greenhouse.io/avidxchangeinc/jobs/4650466007,0,31.181062266529857,2025-05-26 21:17:26.050325,Avidxchange,avidxchange.com
5,41,Top 7 AI-Powered Construction Tools Revolutionizing Job Sites in 2025,Unknown,2025-05-25,,https://neuroject.com/ai-powered-construction-tools/,0,28.702725237950112,2025-05-26 03:48:03.462515,Neuroject,neuroject.com
